epoch,acc,loss,lr,val_acc,val_loss
0,0.43395399796610201,5.3663629830601707,0.001,0.35727109531311846,5.5311406142407726
1,0.55903614474805263,3.8491100885781897,0.001,0.47755834882948517,3.6996040202984903
2,0.61555312172084364,2.9933996029777568,0.001,0.57091561981762762,2.9579010553377105
3,0.64556407461030585,2.4802979048345595,0.001,0.5008976677803848,3.1725075882683966
4,0.68696604610664558,2.1365456101144913,0.001,0.58168761392042068,2.6582632482158859
5,0.70580503842655695,1.8935272201650897,0.001,0.52064632149530266,3.080258128030938
6,0.72508214682112127,1.7485569013562154,0.001,0.49551167030094773,3.0099146738514651
7,0.74392113920631697,1.6074564725389093,0.001,0.6409335732460022,1.8257951918367423
8,0.7463307779825008,1.5395694138316962,0.001,0.63195691245676588,2.0323909257857977
9,0.77283680188303316,1.4060459381387633,0.001,0.50807899504204412,3.190410447505903
10,0.80219058060828852,1.2770038279358946,0.001,0.72172352034912934,1.4854197875601598
11,0.80153340669216222,1.2669971823300616,0.001,0.63016158181846249,1.9705360945936166
12,0.80591456743869172,1.2105935652702557,0.001,0.80071813435271999,1.2947053994909865
13,0.82935377909084795,1.1209005877065501,0.001,0.57450628409051807,2.6135207348280791
14,0.81840034965034969,1.1335118650556444,0.001,0.81328545780969475,1.1891497740625694
15,0.83509003114794556,1.0341106699284723,0.001,0.74865350089766602,1.3510542701347941
16,0.85564074487571262,0.97210926641378581,0.001,0.66786355646979234,1.7879297915224113
17,0.84972617773732895,0.97158314962376635,0.001,0.7145421919103585,1.5703599696955519
18,0.86440306689104662,0.9240879460467436,0.001,0.81867145421903054,1.1074448376626471
19,0.86593647319150258,0.91309809169006761,0.001,0.69838420257534117,1.6736374001956713
